id,text,emojis,sticker_tags,label,split
859,You updated it? Fine. check the guide. idea,👍,"ok,heart,stk_softener",impolite,train
860,You sent it? Yeah. check the guide. update,💢,"thumbs_down,stk_hostility",impolite,train
861,Sure. and do it properly. version,🤦,,impolite,test
862,This PR is unclear. redo it.,😐,,impolite,val
863,Why is this still not finished? great,👍,"ok,heart,stk_softener",impolite,test
864,That report? messy. do it again. deploy,😬,,impolite,val
865,Right. and clean it up. time,,,impolite,train
866,Be serious. Do it again ASAP. context,😤,"thumbs_down,stk_hostility",impolite,train
867,You updated it? Sure. try again properly.,👍,"ok,heart,stk_softener",impolite,train
868,"Amazing, review it by EOD, obviously. context",👍,"ok,heart,stk_softener",impolite,train
869,Fine. and clean it up. help,😐,,impolite,train
870,Why is this still not checked? redo,🤦,,impolite,train
871,This idea is rushed. make it right.,😐,,impolite,train
872,Stop making it unacceptable. do it again. wow,😒,"thumbs_down,stk_hostility",impolite,test
873,This idea is careless. redo it.,😬,,impolite,train
874,"Sure, clarify it tomorrow, obviously. sync",😓,,impolite,train
875,Stop making it messy. clean it up.,😁,,impolite,train
876,You explained it? Okay. slow down and think. sync,👎,"thumbs_down,stk_hostility",impolite,test
877,Stop making it unclear. make it right. gentle,,,impolite,train
878,This PR is sloppy. make it right.,💢,"thumbs_down,stk_hostility",impolite,train
879,This patch is unclear. do it properly.,😑,,impolite,test
880,You deployed it? Yeah. read the doc.,✨,,impolite,train
881,Right. and fix it.,👎,"thumbs_down,stk_hostility",impolite,train
882,Okay. and fix it.,😕,,impolite,train
883,Be serious. Make it right by EOD.,🙂,"ok,heart,stk_softener",impolite,train
884,You clarified it? Okay. learn the process. really,🙄,"eyeroll,stk_hostility",impolite,val
885,Stop making it messy. do it properly. note,😒,"thumbs_down,stk_hostility",impolite,val
886,Be serious. Redo it soon.,😕,,impolite,train
887,Fine. and fix it. firm,🙄,"eyeroll,stk_hostility",impolite,test
888,"Wow, update it tomorrow, obviously. done",🙄,"eyeroll,stk_hostility",impolite,train
889,Why is this still not explained? stop,,"clap,stk_intensifier",impolite,train
890,"Wow, thanks for nothing. clean",👏,"clap,stk_intensifier",impolite,train
891,Be serious. Do it properly today. update,😬,,impolite,train
892,Why is this still not reviewed? already,👍,"ok,heart,stk_softener",impolite,train
893,Why is this still not fixed? time,🙄,"eyeroll,stk_hostility",impolite,train
894,Be serious. Fix it when you can. maybe,😏,,impolite,val
895,Stop making it half-done. clean it up. redo,😏,,impolite,train
896,"Wow, check it when you can, obviously. gentle",😑,,impolite,train
897,"Sure, clarify it when you can, obviously.",😡,"thumbs_down,stk_hostility",impolite,val
898,"Right, thanks for nothing. detail",👎,"thumbs_down,stk_hostility",impolite,test
899,Sure. and redo it. tone,🙄,"eyeroll,stk_hostility",impolite,train
900,"Wow, confirm it today, obviously. context",😕,,impolite,train
901,Be serious. Redo it after lunch. confirm,😒,"ok,stk_softener",impolite,train
902,Right. and do it again. confirm,😏,,impolite,train
903,You sent it? Okay. check the guide.,💢,"thumbs_down,stk_hostility",impolite,train
904,That task? unclear. fix it.,🤦,,impolite,val
905,Be serious. Redo it ASAP. check,😠,"thumbs_down,stk_hostility",impolite,val
906,Stop making it confusing. make it right.,😓,,impolite,train
907,"Sure, thanks for nothing.",😬,,impolite,train
908,Be serious. Make it right ASAP. send,👏,"clap,stk_intensifier",impolite,train
909,Whatever. and do it properly. stop,😑,,impolite,train
910,Sure. and do it again.,😓,,impolite,train
911,Why is this still not reviewed? idea,😒,"thumbs_down,stk_hostility",impolite,train
912,This update is unclear. clean it up.,😑,,impolite,val
913,Stop making it not great. redo it.,😬,,impolite,val
914,Why is this still not redone?,🙄,"eyeroll,stk_hostility",impolite,train
915,That PR? messy. clean it up. confirm,😐,,impolite,train
916,This work is messy. redo it. sync,😓,,impolite,train
917,Be serious. Redo it ASAP. clean,😕,,impolite,train
918,You reviewed it? Yeah. follow the template.,🤦,,impolite,train
919,This work is careless. make it right.,💢,"thumbs_down,stk_hostility",impolite,train
920,This change is not great. redo it.,😬,,impolite,val
921,"Right, thanks for nothing. sarcasm",😕,,impolite,train
922,You sent it? Whatever. slow down and think. update,😤,"rage,stk_hostility",impolite,val
923,You cleaned it? Sure. check the guide. now,😑,"facepalm,stk_hostility",impolite,train
924,"Amazing, clarify it before standup, obviously. great",😡,"thumbs_down,stk_hostility",impolite,train
925,"Great, thanks for nothing. work",🙄,"eyeroll,stk_hostility",impolite,train
926,Stop making it rushed. do it properly. wow,,,impolite,val
927,This work is unacceptable. do it properly. okay,😏,"hug,stk_softener",impolite,train
928,"Wow, thanks for nothing. review",👎,"thumbs_down,stk_hostility",impolite,train
929,You redid it? Right. read the doc. ship,,,impolite,val
930,You fixed it? Whatever. slow down and think.,😡,"thumbs_down,stk_hostility",impolite,train
931,Why is this still not finished? review,😁,,impolite,train
932,Be serious. Do it properly tomorrow. check,😡,"thumbs_down,stk_hostility",impolite,train
933,Why is this still not redone? check,😓,,impolite,train
934,Why is this still not updated? firm,🤦,,impolite,train
935,Be serious. Do it properly tomorrow. clarify,,,impolite,val
936,Sure. and fix it. help,😕,,impolite,train
937,"Nice, thanks for nothing. done",😐,,impolite,train
938,Why is this still not redone?,😬,,impolite,train
939,Fine. and clean it up. wow,💢,"thumbs_down,stk_hostility",impolite,train
940,"Sure, redo it next hour, obviously. version",👎,"thumbs_down,stk_hostility",impolite,train
941,This change is not great. clean it up. redo,😑,,impolite,train
942,You explained it? Fine. try again properly. now,😒,"thumbs_down,stk_hostility",impolite,train
943,This report is messy. do it again.,😓,,impolite,train
944,That change? sloppy. make it right. thanks,🙄,"eyeroll,stk_hostility",impolite,test
945,Be serious. Fix it now.,😁,,impolite,train
946,Why is this still not checked? sync,😕,,impolite,train
947,That report? half-done. make it right.,😁,,impolite,train
948,Stop making it careless. redo it. later,🙄,"eyeroll,stk_hostility",impolite,train
949,Right. and clean it up.,👎,"thumbs_down,stk_hostility",impolite,train
950,You updated it? Okay. slow down and think.,😕,,impolite,train
951,Why is this still not fixed? great,🙄,"eyeroll,stk_hostility",impolite,val
952,You cleaned it? Yeah. try again properly. later,😤,"thumbs_down,stk_hostility",impolite,train
953,Why is this still not redone? great,😠,"thumbs_down,stk_hostility",impolite,train
954,You cleaned it? Fine. slow down and think. note,😑,"clap,eyeroll,stk_hostility",impolite,train
955,This idea is confusing. do it properly. thanks,😐,,impolite,train
956,Whatever. and make it right.,😤,"thumbs_down,stk_hostility",impolite,test
957,"Nice, thanks for nothing. note",😠,"thumbs_down,stk_hostility",impolite,val
958,This idea is half-done. do it again. thanks,😕,,impolite,test
959,You redid it? Fine. learn the process.,😕,,impolite,train
960,"Right, review it after lunch, obviously.",👏,"clap,stk_intensifier",impolite,train
961,That PR? half-done. do it properly. review,💢,"thumbs_down,stk_hostility",impolite,test
962,Why is this still not redone?,💢,"thumbs_down,stk_hostility",impolite,val
963,Stop making it unclear. redo it.,😒,"thumbs_down,stk_hostility",impolite,train
964,That branch? careless. make it right.,✨,,impolite,train
965,"Great, redo it today, obviously. idea",😤,"hug,stk_softener",impolite,train
966,Be serious. Do it properly next hour. idea,😤,"thumbs_down,stk_hostility",impolite,val
967,"Wow, thanks for nothing. maybe",😕,,impolite,val
968,You reviewed it? Fine. check the guide. redo,😬,,impolite,train
969,That task? careless. do it properly. context,🙄,"eyeroll,stk_hostility",impolite,train
970,"Great, thanks for nothing. clean",😁,,impolite,train
971,Why is this still not sent? confirm,😤,"thumbs_down,stk_hostility",impolite,test
972,"Wow, thanks for nothing.",🤦,,impolite,train
973,Right. and clean it up. maybe,😠,"thumbs_down,stk_hostility",impolite,train
974,Stop making it half-done. make it right. ship,😬,,impolite,train
975,This doc is rushed. clean it up.,🙂,"ok,heart,stk_softener",impolite,train
976,That PR? messy. make it right. thanks,😕,,impolite,train
977,Why is this still not updated? really,😤,"rage,stk_hostility",impolite,train
978,"Wow, finish it next hour, obviously. ship",😤,"thumbs_down,stk_hostility",impolite,train
979,You explained it? Yeah. slow down and think. fine,😓,,impolite,train
980,You updated it? Whatever. try again properly.,😐,"hug,stk_softener",impolite,train
981,This patch is half-done. do it properly. detail,😡,"thumbs_down,stk_hostility",impolite,val
982,"Nice, thanks for nothing. help",😑,,impolite,train
983,"Amazing, thanks for nothing. maybe",😉,,impolite,train
984,Right. and do it again.,😕,,impolite,train
985,This update is half-done. do it properly. tone,🤦,,impolite,test
986,That patch? confusing. do it properly. version,🤦,,impolite,train
987,That branch? rushed. fix it. thanks,😤,"thumbs_down,stk_hostility",impolite,train
988,You explained it? Sure. check the guide. help,😡,"thumbs_down,stk_hostility",impolite,train
989,Yeah. and fix it.,😕,,impolite,test
990,That idea? unacceptable. clean it up. check,🤦,,impolite,val
991,"Wow, review it before standup, obviously. clean",😉,,impolite,test
992,Why is this still not finished?,✨,,impolite,train
993,You reviewed it? Yeah. read the doc. already,🤦,,impolite,train
994,You cleaned it? Fine. slow down and think.,😕,,impolite,train
995,Be serious. Do it properly ASAP. later,👎,"thumbs_down,stk_hostility",impolite,train
996,That PR? unclear. do it again. tone,😕,,impolite,val
997,"Great, clean it next hour, obviously. okay",😬,,impolite,train
998,Why is this still not checked? already,😏,,impolite,train
999,Stop making it not great. make it right. already,😓,,impolite,train
1000,This module is messy. do it properly. thanks,😒,"thumbs_down,stk_hostility",impolite,train
1001,Nice job.,🙄,"clap,eyeroll,stk_hostility",impolite,test
1002,Nice job.,🙂,"clap,stk_intensifier",polite,train
1003,Can you stop this now,🙂,"eyeroll,stk_hostility",polite,train
1004,Stop this now,🙄,"clap,eyeroll,stk_hostility",impolite,train
1005,Thanks a lot,😐,,impolite,test
1006,Thanks a lot!,😊,"ok,heart,stk_softener",polite,train
1007,Great work really,😏,,impolite,train
1008,"Great work, really!",👏,"clap,stk_intensifier",polite,train
1009,could you check the task soon. ship,🤞,,polite,train
1010,It would be thoughtful if you can clarify it today. could you,😌,,polite,train
1011,could you finish the idea now. gentle,🙌,,polite,train
1012,could you finish the idea today.,✨,,polite,train
1013,"appreciate it, Got it. add a note really",💖,"ok,heart,stk_softener",polite,train
1014,could you explain the work before standup.,🤝,,polite,train
1015,"appreciate it for the idea, that was careful. review",🤞,"ok,stk_softener",polite,train
1016,could you update the ticket next hour. appreciate it,🙏,"ok,heart,stk_softener",polite,train
1017,"appreciate it, All good. ping me if stuck wow",👍,"ok,heart,stk_softener",polite,train
1018,"I cleaned it; Noted, could you share the details. ping",😌,,polite,train
1019,could you explain the doc when you can. clean,✨,,polite,train
1020,"appreciate it for the work, that was great.",🤩,,polite,train
1021,"Can you clarify this after lunch, could you?",🙄,"eyeroll,stk_hostility",polite,train
1022,"I clarified it; All good, could you share the details. tone",👍,"ok,heart,stk_softener",polite,train
1023,I appreciate the work. could you,🤞,,polite,train
1024,could you clean the work before standup.,🙂,"ok,heart,stk_softener",polite,train
1025,"appreciate it, Okay. send me the link gentle",🙄,"eyeroll,stk_hostility",polite,train
1026,"Can you send this ASAP, could you? detail",🙌,"facepalm,stk_hostility",polite,train
1027,"I reviewed it; Noted, could you share the details.",😉,,polite,train
1028,"appreciate it, Okay. send me the link sarcasm",🤝,"eyeroll,stk_hostility",polite,train
1029,could you clean the work today. gentle,🙏,"ok,heart,stk_softener",polite,train
1030,"Can you deploy this after lunch, could you? okay",🤗,"clap,stk_intensifier",polite,train
1031,"appreciate it for the work, that was careful.",✨,,polite,train
1032,could you check the module before standup.,😐,,polite,train
1033,"appreciate it, Makes sense. I'll take it from here",💖,"ok,heart,stk_softener",polite,train
1034,Got it. Let me know if you need help. appreciate it,😌,,polite,train
1035,"appreciate it for the update, that was helpful. firm",✨,"party,stk_intensifier",polite,train
1036,could you clarify the PR by EOD.,🤝,,polite,train
1037,could you explain the report after lunch. sync,🥳,,polite,train
1038,"appreciate it for the report, that was nice. okay",✨,,polite,train
1039,"appreciate it for the change, that was great.",🤗,"ok,heart,stk_softener",polite,train
1040,could you review the PR next hour.,😁,,polite,train
1041,"appreciate it for the work, that was helpful. sync",😊,"ok,heart,stk_softener",polite,train
1042,"I clarified it; Noted, could you share the details. version",😐,,polite,train
1043,"appreciate it, All good. I'll take it from here sure",🙂,"ok,heart,stk_softener",polite,train
1044,"appreciate it for the module, that was useful.",🤝,,polite,train
1045,"I fixed it; Makes sense, could you share the details. already",🙏,"ok,heart,stk_softener",polite,train
1046,"appreciate it, Got it. ping me if stuck",👏,"clap,stk_intensifier",polite,train
1047,could you fix the doc next hour. fine,😉,,polite,train
1048,could you explain the PR now.,✨,,polite,train
1049,Could you clean this now could you? sarcasm,🤝,,polite,train
1050,could you deploy the module ASAP. time,😐,,polite,train
1051,"appreciate it, Understood. add a note",🙏,"ok,heart,stk_softener",polite,train
1052,"appreciate it, Makes sense. ping me if stuck stop",🙄,"eyeroll,stk_hostility",polite,train
1053,This is careful. Could you also confirm the other part? appreciate it,💖,"ok,heart,stk_softener",polite,train
1054,"Can you review this when you can, could you? fix",🤞,,polite,train
1055,"appreciate it for the ticket, that was great. nice",🤩,,polite,train
1056,"appreciate it for the patch, that was clear. great",🙏,"ok,heart,stk_softener",polite,train
1057,"appreciate it, Understood. I'll take it from here review",👏,"clap,stk_intensifier",polite,train
1058,"Can you explain this after lunch, could you? nice",😉,,polite,train
1059,Could you clarify this by EOD could you? update,🙌,,polite,train
1060,"appreciate it, Okay. send me the link help",😬,,polite,train
1061,"appreciate it, All good. ping me if stuck idea",😐,,polite,train
1062,"appreciate it for the module, that was helpful. okay",😊,"ok,heart,stk_softener",polite,train
1063,could you explain the change next hour.,😌,"hug,stk_softener",polite,train
1064,"Can you ship this today, could you? clarify",👍,"ok,heart,stk_softener",polite,train
1065,could you clarify the idea when you can.,🎉,"clap,stk_intensifier",polite,train
1066,This is solid. Could you also redo the other part? could you,🎉,"rage,stk_hostility",polite,train
1067,"Can you send this by EOD, could you?",🙌,,polite,train
1068,"appreciate it for the branch, that was solid. wow",👏,"clap,stk_intensifier",polite,train
1069,Could you confirm this next hour could you?,🤩,,polite,train
1070,"appreciate it for the PR, that was useful. sure",,,polite,train
1071,"Can you fix this soon, could you? deploy",🙄,"eyeroll,stk_hostility",polite,train
1072,"appreciate it for the branch, that was helpful. context",👏,"clap,stk_intensifier",polite,train
1073,could you explain the task now.,🤞,,polite,train
1074,"Can you deploy this now, could you? work",🙌,,polite,train
1075,"appreciate it, Okay. could you share the details done",🙂,"ok,heart,stk_softener",polite,train
1076,could you confirm the doc tomorrow.,👏,"ok,stk_softener",polite,train
1077,"appreciate it for the PR, that was nice. gentle",🤞,,polite,train
1078,"I explained it; Noted, could you share the details. ping",,,polite,train
1079,could you deploy the PR after lunch. work,🙂,"rage,stk_hostility",polite,train
1080,"appreciate it, Got it. we can sync later note",🤞,,polite,train
1081,"appreciate it, Makes sense. ping me if stuck",💖,"heart,stk_softener",polite,train
1082,could you review the module today. already,✨,,polite,train
1083,could you redo the doc now. gentle,🙂,"ok,heart,stk_softener",polite,train
1084,could you ship the ticket before standup.,,,polite,train
1085,"appreciate it for the report, that was nice. again",🤦,,polite,train
1086,"appreciate it for the task, that was thoughtful. sync",,,polite,train
1087,"appreciate it, Makes sense. send me the link already",👍,"ok,heart,stk_softener",polite,train
1088,could you update the patch before standup. note,👏,"clap,stk_intensifier",polite,train
1089,Could you send it when you have a moment?,,,polite,train
1090,Would it be possible to share the file later today?,,,polite,train
1091,I appreciate your help on this.,,,polite,train
1092,Could you clarify the last point?,,,polite,train
1093,It would help if you could check that.,,,polite,train
1094,Interesting point—could you elaborate a bit?,,,polite,train
1095,"When you get a chance, could you review it?",,,polite,train
1096,I value your input on this.,,,polite,train
1097,Let me know what you think.,,,polite,train
1098,Could you take a quick look?,,,polite,train
1099,Thanks 🙄,🙄,"eyeroll,stk_hostility",impolite,train
1100,Great job… not really.,,,impolite,train
1101,Amazing. Exactly what we didn't need.,,,impolite,train
1102,"Sure, because that makes total sense.",,,impolite,train
1103,Nice try.,,,impolite,train
1104,Right. Of course.,,,impolite,train
1105,Do you even read the instructions?,,,impolite,train
1106,Unbelievable.,,,impolite,train
1107,That was helpful. Not.,,,impolite,train
1108,Brilliant… if we wanted it broken.,,,impolite,train
