id,text,emojis,sticker_tags,label,split
954,You cleaned it? Fine. slow down and think. note,😑,clap,impolite,train
955,This idea is confusing. do it properly. thanks,😐,zzz,impolite,train
956,Whatever. and make it right.,😤,drum,impolite,test
957,"Nice, thanks for nothing. note",😠,check,impolite,val
958,This idea is half-done. do it again. thanks,😕,,impolite,test
959,You redid it? Fine. learn the process.,😕,,impolite,train
960,"Right, review it after lunch, obviously.",👏,blush,impolite,train
961,That PR? half-done. do it properly. review,💢,lightbulb,impolite,test
962,Why is this still not redone?,💢,blush,impolite,val
963,Stop making it unclear. redo it.,😒,plug,impolite,train
964,That branch? careless. make it right.,✨,link,impolite,train
965,"Great, redo it today, obviously. idea",😤,hug,impolite,train
966,Be serious. Do it properly next hour. idea,😤,sunglasses,impolite,val
967,"Wow, thanks for nothing. maybe",😕,star2,impolite,val
968,You reviewed it? Fine. check the guide. redo,😬,,impolite,train
969,That task? careless. do it properly. context,🙄,ok-hand,impolite,train
970,"Great, thanks for nothing. clean",😁,sigh,impolite,train
971,Why is this still not sent? confirm,😤,spark,impolite,test
972,"Wow, thanks for nothing.",🤦,sunglasses,impolite,train
973,Right. and clean it up. maybe,😠,,impolite,train
974,Stop making it half-done. make it right. ship,😬,dart,impolite,train
975,This doc is rushed. clean it up.,🙂,,impolite,train
976,That PR? messy. make it right. thanks,😕,facepalm-hard,impolite,train
977,Why is this still not updated? really,😤,angry,impolite,train
978,"Wow, finish it next hour, obviously. ship",😤,sigh,impolite,train
979,You explained it? Yeah. slow down and think. fine,😓,,impolite,train
980,You updated it? Whatever. try again properly.,😐,hug,impolite,train
981,This patch is half-done. do it properly. detail,😡,blush,impolite,val
982,"Nice, thanks for nothing. help",😑,ok-hand,impolite,train
983,"Amazing, thanks for nothing. maybe",😉,,impolite,train
984,Right. and do it again.,😕,yawn,impolite,train
985,This update is half-done. do it properly. tone,🤦,neutral,impolite,test
986,That patch? confusing. do it properly. version,🤦,,impolite,train
987,That branch? rushed. fix it. thanks,😤,chart-down,impolite,train
988,You explained it? Sure. check the guide. help,😡,,impolite,train
989,Yeah. and fix it.,😕,mic-drop,impolite,test
990,That idea? unacceptable. clean it up. check,🤦,star2,impolite,val
991,"Wow, review it before standup, obviously. clean",😉,ghost,impolite,test
992,Why is this still not finished?,✨,video,impolite,train
993,You reviewed it? Yeah. read the doc. already,🤦,sunglasses,impolite,train
994,You cleaned it? Fine. slow down and think.,😕,cross,impolite,train
995,Be serious. Do it properly ASAP. later,👎,fire,impolite,train
996,That PR? unclear. do it again. tone,😕,target,impolite,val
997,"Great, clean it next hour, obviously. okay",😬,rocket,impolite,train
998,Why is this still not checked? already,😏,tears-of-joy,impolite,train
999,Stop making it not great. make it right. already,😓,gasp,impolite,train
1000,This module is messy. do it properly. thanks,😒,lightbulb,impolite,train
1001,Nice job.,🙄,clap,impolite,test
1002,Nice job.,🙂,clap,polite,train
1003,Can you stop this now,🙂,eyeroll,polite,train
1004,Stop this now,🙄,clap,impolite,train
1005,Thanks a lot,😐,slow-clap,impolite,test
1006,Thanks a lot!,😊,hearts,polite,train
1007,Great work really,😏,eyeroll-hard,impolite,train
1008,"Great work, really!",👏,trophy,polite,train
1009,could you check the task soon. ship,🤞,shrug,polite,train
1010,It would be thoughtful if you can clarify it today. could you,😌,zzz,polite,train
1011,could you finish the idea now. gentle,🙌,satellite,polite,train
1012,could you finish the idea today.,✨,,polite,train
1013,"appreciate it, Got it. add a note really",💖,chart-up,polite,train
1014,could you explain the work before standup.,🤝,thumbs-down,polite,train
1015,"appreciate it for the idea, that was careful. review",🤞,ok,polite,train
1016,could you update the ticket next hour. appreciate it,🙏,pinch,polite,train
1017,"appreciate it, All good. ping me if stuck wow",👍,celebrate,polite,train
1018,"I cleaned it; Noted, could you share the details. ping",😌,blush,polite,train
1019,could you explain the doc when you can. clean,✨,,polite,train
1020,"appreciate it for the work, that was great.",🤩,,polite,train
1021,"Can you clarify this after lunch, could you?",🙄,celebrate,polite,train
1022,"I clarified it; All good, could you share the details. tone",👍,popcorn,polite,train
1023,I appreciate the work. could you,🤞,100,polite,train
1024,could you clean the work before standup.,🙂,ghost,polite,train
1025,"appreciate it, Okay. send me the link gentle",🙄,popcorn,polite,train
1026,"Can you send this ASAP, could you? detail",🙌,facepalm,polite,train
1027,"I reviewed it; Noted, could you share the details.",😉,lightbulb,polite,train
1028,"appreciate it, Okay. send me the link sarcasm",🤝,eyeroll,polite,train
1029,could you clean the work today. gentle,🙏,,polite,train
1030,"Can you deploy this after lunch, could you? okay",🤗,applause,polite,train
1031,"appreciate it for the work, that was careful.",✨,,polite,train
1032,could you check the module before standup.,😐,rainbow,polite,train
1033,"appreciate it, Makes sense. I'll take it from here",💖,target,polite,train
1034,Got it. Let me know if you need help. appreciate it,😌,,polite,train
1035,"appreciate it for the update, that was helpful. firm",✨,party,polite,train
1036,could you clarify the PR by EOD.,🤝,zzz,polite,train
1037,could you explain the report after lunch. sync,🥳,celebrate,polite,train
1038,"appreciate it for the report, that was nice. okay",✨,boom-hard,polite,train
1039,"appreciate it for the change, that was great.",🤗,lock,polite,train
1040,could you review the PR next hour.,😁,sweat,polite,train
1041,"appreciate it for the work, that was helpful. sync",😊,blush,polite,train
1042,"I clarified it; Noted, could you share the details. version",😐,link,polite,train
1043,"appreciate it, All good. I'll take it from here sure",🙂,rainbow,polite,train
1044,"appreciate it for the module, that was useful.",🤝,calendar,polite,train
1045,"I fixed it; Makes sense, could you share the details. already",🙏,party-popper,polite,train
1046,"appreciate it, Got it. ping me if stuck",👏,thumbs-side,polite,train
1047,could you fix the doc next hour. fine,😉,thumbs-up,polite,train
1048,could you explain the PR now.,✨,sleepy,polite,train
1049,Could you clean this now could you? sarcasm,🤝,key,polite,train
1050,could you deploy the module ASAP. time,😐,star,polite,train
1051,"appreciate it, Understood. add a note",🙏,,polite,train
1052,"appreciate it, Makes sense. ping me if stuck stop",🙄,hourglass,polite,train
1053,This is careful. Could you also confirm the other part? appreciate it,💖,rocket,polite,train
1054,"Can you review this when you can, could you? fix",🤞,eyeroll-hard,polite,train
1055,"appreciate it for the ticket, that was great. nice",🤩,sleepy,polite,train
1056,"appreciate it for the patch, that was clear. great",🙏,rocket,polite,train
1057,"appreciate it, Understood. I'll take it from here review",👏,eyeroll-hard,polite,train
1058,"Can you explain this after lunch, could you? nice",😉,plug,polite,train
1059,Could you clarify this by EOD could you? update,🙌,,polite,train
1060,"appreciate it, Okay. send me the link help",😬,,polite,train
1061,"appreciate it, All good. ping me if stuck idea",😐,target,polite,train
1062,"appreciate it for the module, that was helpful. okay",😊,popcorn,polite,train
1063,could you explain the change next hour.,😌,hug,polite,train
1064,"Can you ship this today, could you? clarify",👍,hearts,polite,train
1065,could you clarify the idea when you can.,🎉,trophy,polite,train
1066,This is solid. Could you also redo the other part? could you,🎉,angry,polite,train
1067,"Can you send this by EOD, could you?",🙌,lightbulb,polite,train
1068,"appreciate it for the branch, that was solid. wow",👏,,polite,train
1069,Could you confirm this next hour could you?,🤩,hmm,polite,train
1070,"appreciate it for the PR, that was useful. sure",,unlock,polite,train
1071,"Can you fix this soon, could you? deploy",🙄,yawn,polite,train
1072,"appreciate it for the branch, that was helpful. context",👏,boom-hard,polite,train
1073,could you explain the task now.,🤞,,polite,train
1074,"Can you deploy this now, could you? work",🙌,,polite,train
1075,"appreciate it, Okay. could you share the details done",🙂,alarm,polite,train
1076,could you confirm the doc tomorrow.,👏,ok,polite,train
1077,"appreciate it for the PR, that was nice. gentle",🤞,nerd,polite,train
1078,"I explained it; Noted, could you share the details. ping",,music,polite,train
1079,could you deploy the PR after lunch. work,🙂,angry,polite,train
1080,"appreciate it, Got it. we can sync later note",🤞,popcorn,polite,train
1081,"appreciate it, Makes sense. ping me if stuck",💖,heart,polite,train
1082,could you review the module today. already,✨,bicep,polite,train
1083,could you redo the doc now. gentle,🙂,chart-up,polite,train
1084,could you ship the ticket before standup.,,wink,polite,train
1085,"appreciate it for the report, that was nice. again",🤦,facepalm-hard,polite,train
1086,"appreciate it for the task, that was thoughtful. sync",,alarm,polite,train
1087,"appreciate it, Makes sense. send me the link already",👍,zzz,polite,train
1088,could you update the patch before standup. note,👏,idea,polite,train
1089,Could you send it when you have a moment?,,,polite,train
1090,Would it be possible to share the file later today?,,,polite,train
1091,I appreciate your help on this.,,,polite,train
1092,Could you clarify the last point?,,,polite,train
1093,It would help if you could check that.,,,polite,train
1094,Interesting point—could you elaborate a bit?,,,polite,train
1095,"When you get a chance, could you review it?",,,polite,train
1096,I value your input on this.,,,polite,train
1097,Let me know what you think.,,,polite,train
1098,Could you take a quick look?,,,polite,train
1099,Thanks 🙄,🙄,eyeroll,impolite,train
1100,Great job… not really.,,,impolite,train
1101,Amazing. Exactly what we didn't need.,,,impolite,train
1102,"Sure, because that makes total sense.",,,impolite,train
1103,Nice try.,,,impolite,train
1104,Right. Of course.,,,impolite,train
1105,Do you even read the instructions?,,,impolite,train
1106,Unbelievable.,,,impolite,train
1107,That was helpful. Not.,,,impolite,train
1108,Brilliant… if we wanted it broken.,,,impolite,train
